chain,draw,mu_max,Ks,Qn,sigma
0,0,0.6794280404858559,0.0893183933542485,6.591220659453466e-10,0.12122640106598355
0,1,0.6871664306911791,0.09072660165862406,6.692748511290721e-10,0.12154391940472366
0,2,0.67432577533807,0.09217409643867515,7.336378236979397e-10,0.1462444962059824
0,3,0.7020076295086077,0.08967279404944331,6.996050823911757e-10,0.07950178286383335
0,4,0.7057951281361449,0.10430775278242298,7.137357420518366e-10,0.07950178286383335
0,5,0.689044675575007,0.08363020514079456,6.91163000502702e-10,0.11334628336839074
0,6,0.6818568777197671,0.1013877553128928,6.997767729218388e-10,0.11334628336839074
0,7,0.6792754819439092,0.09192872996871747,7.155982185572467e-10,0.11334628336839074
0,8,0.6615806643218299,0.08505317919070458,7.116821674026174e-10,0.17231132993753795
0,9,0.6482625708346244,0.08470411894927865,7.278142792379923e-10,0.2257607907609882
0,10,0.6547257287649748,0.09195141247806143,7.153925850715038e-10,0.10144570538519461
0,11,0.7147635677054046,0.10251573899205334,7.406802625376287e-10,0.15441248037317853
0,12,0.6894446317355956,0.10478776366983916,7.132201615327348e-10,0.10306168040234201
0,13,0.6730825030149492,0.08814905361387242,7.903495495003278e-10,0.12468084518735993
0,14,0.7065924162796211,0.0969692923595644,6.247855072591034e-10,0.12379693240362198
0,15,0.6918444294798318,0.10819837345153449,7.010799849192626e-10,0.13144762240398813
0,16,0.6901999304296813,0.07337011625455578,7.326851615650123e-10,0.12887012315107307
0,17,0.6717181673039635,0.10106717978218482,7.438341117236459e-10,0.153298465221068
0,18,0.671675617283046,0.08034809283432902,7.166368763692927e-10,0.14491697291465883
0,19,0.6645830144894592,0.09871835504205932,6.482189424721936e-10,0.1196662971366146
0,20,0.7072496640198536,0.09339376784543472,5.73006698627617e-10,0.16927990713673222
0,21,0.696302262784479,0.08919630824747966,6.282233710017775e-10,0.15349409467381664
0,22,0.6464277368100607,0.09789479083234398,6.500281915420492e-10,0.14058837420989523
0,23,0.7161159637990335,0.08446350935737694,7.116871725551731e-10,0.1185630717775053
0,24,0.7229111314212444,0.09071115845045917,6.706303031564501e-10,0.1185630717775053
0,25,0.6504303444573886,0.0901116569018591,6.835234425085345e-10,0.12764761955390164
0,26,0.6725092871508915,0.08896348647133642,6.975569810538936e-10,0.11251237617147716
0,27,0.6713394994408102,0.08938723320731583,6.590863408674029e-10,0.11251237617147716
0,28,0.6826607793242772,0.08941179008833054,6.676726439871896e-10,0.11274138776743729
0,29,0.6704488514039129,0.08727428258166695,6.337607279347098e-10,0.11274138776743729
0,30,0.6640402345589996,0.10912767665807559,7.481533899345698e-10,0.25348974951795805
0,31,0.668613382365175,0.09630468447046203,6.73400961831888e-10,0.11238774354433362
0,32,0.6708005066999326,0.08019273020098111,7.278101053149251e-10,0.15641797059004425
0,33,0.6517110568305136,0.0995292319437014,6.988748897185555e-10,0.18373033939198471
0,34,0.6589076251525103,0.08106806439779417,6.960964705875034e-10,0.14658769634475846
0,35,0.6479126073022153,0.09922969224131833,6.542053891848245e-10,0.17321900986155872
0,36,0.7040085405767689,0.08339938960705157,6.570978637725481e-10,0.1905828202214452
0,37,0.6546311828606788,0.08934169370917057,6.573450146620203e-10,0.1905828202214452
0,38,0.6658471849978784,0.08147286768141976,7.103433474645843e-10,0.15182209450067266
0,39,0.6899593722297509,0.07020909069517398,7.521825760035562e-10,0.12646471140033969
0,40,0.6823363651996484,0.1002184170179959,7.656817100550651e-10,0.11899037508147238
0,41,0.6806788406622489,0.0736625002235674,7.501345661236901e-10,0.16730222358186686
0,42,0.6883804041432567,0.09327295419562223,7.143634427072807e-10,0.16645735820430363
0,43,0.6550675676019193,0.097950183405651,6.712704493186914e-10,0.15337776343208423
0,44,0.6516091373387636,0.07888077674802169,7.372417620053448e-10,0.14802610104679728
0,45,0.6892368938884698,0.08052850698720129,6.383076955770545e-10,0.14802610104679728
0,46,0.685611955215587,0.08737043019679216,7.592986806142021e-10,0.15130123136167195
0,47,0.6927473590775068,0.08670960669940195,6.262184291091791e-10,0.13302021083975532
0,48,0.6853500165321054,0.08410674685483172,7.578323189483659e-10,0.1424299066830771
0,49,0.6869756895739287,0.08471980955117993,7.510740058256964e-10,0.14403431818822585
0,50,0.6927667072129929,0.08840495626338929,6.723393139361345e-10,0.11756907658196378
0,51,0.6947044647264138,0.06611060449634515,6.710178922917467e-10,0.10509149732142437
0,52,0.6758469080280611,0.0843987262154376,6.765538089435743e-10,0.1341474021194701
0,53,0.6892728159219387,0.08606732069397725,6.256540022973842e-10,0.11606031914421797
0,54,0.6754361156760257,0.08155455569921898,6.634957454343142e-10,0.2122995450656584
0,55,0.6534548406719585,0.09534555003281997,7.322231935973855e-10,0.2783038396327806
0,56,0.6311945934345163,0.08874624524233454,7.393490911520223e-10,0.30411990227625557
0,57,0.7329695818598649,0.09400355247663314,7.180988840948358e-10,0.3436149122785903
0,58,0.6169697081212004,0.0792239564954692,4.2049489301771393e-10,0.3436149122785903
0,59,0.657175046589483,0.10016588218943036,5.60731066323858e-10,0.29932810396282955
0,60,0.6361549541778022,0.0956290695044892,5.571678039856081e-10,0.24107892729631372
0,61,0.6989085750092285,0.07912353188634974,5.796257511403154e-10,0.27975681740049163
0,62,0.6879883423647611,0.08010401057393052,7.14150053723573e-10,0.2367305077078279
0,63,0.6840581648922922,0.09696650903936525,7.299968433907397e-10,0.1769161382891485
0,64,0.6678313958746065,0.08702845823360676,7.836925878158178e-10,0.17669033005506846
0,65,0.7033350851690793,0.08834020831723717,7.700373704371894e-10,0.20989990216641063
0,66,0.7003239450080541,0.08766712331672104,6.606613885586257e-10,0.2384462623331318
0,67,0.6378959527551074,0.08875993225319723,5.554602497457008e-10,0.17464108919697707
0,68,0.7132664482799035,0.08471630280574467,5.968075749596043e-10,0.1581094572429255
0,69,0.6428854097443847,0.08410766390531016,6.320754246281197e-10,0.2921339565216952
0,70,0.6534637958098675,0.09418386265162305,6.811189842020459e-10,0.30856449225008176
0,71,0.6303799101232289,0.08357462026563182,7.286239988561557e-10,0.1692803054605753
0,72,0.7063141867245425,0.07698446577175269,7.831835283127334e-10,0.1632152408279886
0,73,0.6948302281044656,0.10235062123704614,7.324601689146578e-10,0.1729278072187713
0,74,0.692515613178785,0.07651213601471041,6.597201622186828e-10,0.1306531265071856
0,75,0.682126408088223,0.08830849479978566,6.586075354716797e-10,0.14972081583729463
0,76,0.6924676120055323,0.08104455421045464,6.960832602746974e-10,0.15045422255295157
0,77,0.6892535108081277,0.08129901042514139,6.546895564300564e-10,0.18700849664324246
0,78,0.6950672619741056,0.07986361453768995,7.117436933036197e-10,0.11035670377002482
0,79,0.6807071787163775,0.08014355868444502,6.861294367576236e-10,0.11035670377002482
0,80,0.6732133924298659,0.07899057879721656,6.98252690145429e-10,0.15096826352408677
0,81,0.6729722213882181,0.09983287277491017,7.070660109210732e-10,0.10678056158049105
0,82,0.6783574848647328,0.08780756842338544,6.776362323972875e-10,0.18857171331153305
0,83,0.6567551068317783,0.08583185330218673,6.758159343081183e-10,0.13069720921045952
0,84,0.7002214567528628,0.0985457034220958,6.936997802780765e-10,0.13731294185738402
0,85,0.6723639709027184,0.08065095449060186,6.351966783724636e-10,0.13659943747624423
0,86,0.6663086538230161,0.10109941017745751,7.300666998955063e-10,0.12218797799825666
0,87,0.682132542568849,0.09491452685926557,6.567032802532297e-10,0.12218797799825666
0,88,0.6831721199990481,0.0840065734753106,6.957040173913728e-10,0.1487881068050018
0,89,0.6851102191634371,0.07898726789542371,7.055005974717866e-10,0.14355657339054495
0,90,0.6893656623140714,0.09566641399197803,7.066212652185798e-10,0.08954805993015495
0,91,0.6806882794688262,0.07983231475325331,7.190474099494461e-10,0.20642479767283564
0,92,0.6748168526627741,0.09924452010299188,6.299849226563454e-10,0.13503515756904094
0,93,0.6771075601271096,0.09061104051866108,7.807950143918916e-10,0.14260151464335213
0,94,0.6722968888406846,0.08858385878848049,6.909393620918367e-10,0.13813623852757312
0,95,0.6753048014557809,0.09551160775125389,7.019689207625774e-10,0.13813623852757312
0,96,0.6927948951055354,0.0940386251282215,6.52385764749538e-10,0.09774033437564215
0,97,0.6819692766249305,0.10868291458077253,6.820823491427775e-10,0.12003615981277961
0,98,0.6692633052323764,0.10282301489634539,7.196451619879698e-10,0.1306788776546665
0,99,0.7002211888109005,0.08993746441733767,6.282597698650212e-10,0.14092680224382112
0,100,0.6929702059733791,0.09459258483377812,7.375096649007798e-10,0.1480056591080764
0,101,0.6908754526721044,0.09170166028995373,6.729867556932236e-10,0.13637249939266666
0,102,0.6855051423920625,0.07229472378475185,7.050150761017677e-10,0.13637249939266666
0,103,0.6643529041735047,0.09517179189211097,6.698171530982247e-10,0.17201277623128125
0,104,0.6587416678177072,0.08950288343048858,6.633425236196287e-10,0.1888779700414672
0,105,0.6550240810981126,0.08806953055260273,6.805731522265705e-10,0.2423169340839149
0,106,0.657890063163244,0.09663234083327846,7.059322650344852e-10,0.17515874255508615
0,107,0.6582735225037109,0.09711493361510243,7.106144645106913e-10,0.196791377435527
0,108,0.6500257503952134,0.08894216233395999,7.640755569636516e-10,0.15074598562956765
0,109,0.6921569256453655,0.11084948110075662,7.674067323127531e-10,0.10612531808569613
0,110,0.6851448478193934,0.08370057535438999,6.694147344970476e-10,0.18092303757618797
0,111,0.6768347711688816,0.09416020352781207,7.300351675451683e-10,0.2425957230227113
0,112,0.6430046541009287,0.09234957931033677,6.585907913137802e-10,0.20062971936271926
0,113,0.6811540465067705,0.08629925378235909,6.708454220065931e-10,0.22979185150972758
0,114,0.6365949164099901,0.08000307482575125,6.021323843263917e-10,0.22599800130917436
0,115,0.6496703078946279,0.07838804315164244,6.954416890483436e-10,0.1819158032912054
0,116,0.6694187920915553,0.08868296163102452,6.967969488902324e-10,0.17675333544579486
0,117,0.7188626943841258,0.09248355198923054,7.803404633645004e-10,0.14041016902166353
0,118,0.682019311419729,0.09356472436145634,6.189566883947501e-10,0.17549076762927399
0,119,0.6519649260862027,0.0892576331282389,7.827717264166802e-10,0.16466389301672416
0,120,0.6654844898477117,0.09025415061706117,7.242173273246527e-10,0.1806246103875379
0,121,0.6752183629528459,0.08836092634916942,6.735255601362914e-10,0.19680748939921194
0,122,0.6591434932295916,0.06368989219567282,8.947409943367162e-10,0.23330340436375105
0,123,0.6755673193928069,0.09211528632807225,7.269238017680156e-10,0.10091364036511448
0,124,0.7002037968569482,0.09255290081752834,6.689636100263741e-10,0.16877345701138208
0,125,0.6570319325567467,0.0748385203906456,6.452689127510372e-10,0.2607508971033994
0,126,0.6411718161037974,0.06977988785752975,7.136283203377278e-10,0.3292000945357006
0,127,0.6257701351405225,0.10444454813115486,6.260107516688599e-10,0.28734139451503965
0,128,0.6962125515768262,0.10620216628203173,8.080234159411176e-10,0.13101891455268644
0,129,0.6887037731486583,0.09558359534250989,7.080301796007957e-10,0.11255521388758738
0,130,0.679169066578543,0.08172606315014411,6.761235966830884e-10,0.15993479176324807
0,131,0.6854771180235529,0.0812677835717431,7.024575107286343e-10,0.19919459285160798
0,132,0.6822266949449196,0.09699341897593758,7.613955958649569e-10,0.22336231954100727
0,133,0.6824953287712824,0.10169292052047121,6.88933724854721e-10,0.19258719229217633
0,134,0.6753941307558341,0.09173444175708283,7.033008640079365e-10,0.21281726935261608
0,135,0.6797830824737133,0.08398791202906215,7.174879438397341e-10,0.10665350958244464
0,136,0.6764652012457327,0.09020751068201419,7.099121986043006e-10,0.11420030561894735
0,137,0.6949482548803054,0.09970506378618493,6.612230046726574e-10,0.13047089211009474
0,138,0.6832870459336475,0.09975314198551058,6.649224818991976e-10,0.12453054804167402
0,139,0.6723580812993573,0.08703020488677671,7.376061038200446e-10,0.09923794153891664
0,140,0.6527742960065982,0.0725888949875155,6.834388435991547e-10,0.1486822516336875
0,141,0.6491016776426239,0.09201405451237132,6.313359857524578e-10,0.1486822516336875
0,142,0.705465961035151,0.08832507459067976,7.847686440831278e-10,0.1486822516336875
0,143,0.6812948559543135,0.1072350861298137,6.773362636228714e-10,0.13968832542529627
0,144,0.6667766122155798,0.10400494685279955,7.052928048814777e-10,0.09650883973672368
0,145,0.6735326568438705,0.09331460329117355,6.629367481509173e-10,0.09319079703757963
0,146,0.665772121724756,0.08404015290483396,6.634252031827174e-10,0.12280839934529512
0,147,0.6832614972506301,0.09250259802597999,6.726239094745925e-10,0.11101818146266686
0,148,0.6677877480611605,0.09145788260367255,6.942355432763936e-10,0.17294034209157177
0,149,0.6654155435909556,0.0934486068486787,7.245021738921448e-10,0.17738201193494604
0,150,0.6749804168436391,0.10116190485412346,6.334420210946968e-10,0.1947140942172948
0,151,0.6632442991434802,0.09655056639120924,7.95241127201012e-10,0.1947140942172948
0,152,0.6475024604900232,0.08145226162841956,7.192585545999573e-10,0.15387848989623448
0,153,0.6924762870820919,0.08858173443568529,6.2573982618901e-10,0.16843862241530316
0,154,0.6626791602586749,0.09923109825753042,6.015685567583785e-10,0.14888709198500588
0,155,0.6540659740497676,0.09836848892897018,7.930484880711845e-10,0.18605688433247297
0,156,0.6569243248839174,0.08155964549889651,5.975057539780434e-10,0.1715867741082305
0,157,0.6620779343973967,0.09363511264805402,7.203364513396113e-10,0.14257423283321718
0,158,0.6599396036936753,0.09399297066059684,6.982431152156989e-10,0.14063395100851742
0,159,0.716287103783227,0.08265081239909944,6.859128265069147e-10,0.14296213272662428
0,160,0.6949570626305533,0.10630608907097144,6.992163055991624e-10,0.1464442675692151
0,161,0.6973490248106284,0.09124922729149418,6.472998597069081e-10,0.14699890640824756
0,162,0.6679202002285675,0.08686748106801456,6.343071925248107e-10,0.1754147664967413
0,163,0.6864681696129289,0.10409551592296415,6.839509540627967e-10,0.11335233102726111
0,164,0.6830800314204748,0.07624166204693356,6.972606449377026e-10,0.12027600811399577
0,165,0.6757975344411139,0.1163192092765697,7.199359770674004e-10,0.11713652071363258
0,166,0.6798537400222898,0.061931691515224305,6.813363875866202e-10,0.07726668472227691
0,167,0.6836952357056953,0.0977802950058598,6.84159713407654e-10,0.11848286099015017
0,168,0.6870664878650634,0.08551891811198536,6.917118665053759e-10,0.12797046320962266
0,169,0.6748652334610261,0.09566566889416003,6.899134082128195e-10,0.12797046320962266
0,170,0.6670012705040973,0.08300988642311982,6.621651827588051e-10,0.12797046320962266
0,171,0.7122353026635501,0.0937684308361033,7.127551671558715e-10,0.12797046320962266
0,172,0.6769677226055828,0.09430314438580095,6.789988807932525e-10,0.13116112047701634
0,173,0.6720525479983347,0.0877799291964716,7.499943781391462e-10,0.13485257104436613
0,174,0.6794998369614199,0.08830425290448157,6.715422347086874e-10,0.12678637606878748
0,175,0.6695330534604794,0.0923804974511097,7.814319051606937e-10,0.12678637606878748
0,176,0.681021113602233,0.09219386114257827,7.057112259268918e-10,0.13370816262121507
0,177,0.6728997186952275,0.0879446064521304,7.367008448752374e-10,0.1351402334960003
0,178,0.679225686540486,0.06684537185736866,6.592609897595977e-10,0.09208629267656769
0,179,0.6925596006778766,0.1016291534740351,6.874741844650837e-10,0.15159707624180332
0,180,0.6595375272492694,0.07933724051305141,7.432792918406799e-10,0.16042660534804457
0,181,0.6812085105032987,0.09807588892257366,6.6861951838893e-10,0.1429312301217445
0,182,0.7012760779513233,0.08420784511786139,7.044255599574109e-10,0.17989473851650972
0,183,0.6741696420472636,0.09284956701958207,7.021501928294377e-10,0.17989473851650972
0,184,0.6817802064521998,0.07711544015845348,6.232383874587102e-10,0.1497041682143158
0,185,0.660521529416028,0.08883778088964647,7.854242032502736e-10,0.16390948204610106
0,186,0.7249266985079024,0.0898549445605302,7.12446989818452e-10,0.16763320634042142
0,187,0.6250765892203674,0.08410891978797194,7.417675056306126e-10,0.16763320634042142
0,188,0.707194229480822,0.07504467797495852,6.066404919481859e-10,0.16763320634042142
0,189,0.7052487986579943,0.08981608483265908,7.208589007786666e-10,0.09357805969557295
0,190,0.6809655665624683,0.09604205177325076,7.174814137132389e-10,0.10585303519391706
0,191,0.6799943047297705,0.07647109709673705,6.642015424502213e-10,0.1259797908760804
0,192,0.6862596720922814,0.1082741071693642,6.764402611273665e-10,0.1259797908760804
0,193,0.666714398907788,0.08115807546458118,6.780025540653229e-10,0.1259797908760804
0,194,0.6652068627012461,0.0987850910597913,7.274116218478486e-10,0.13045275157382533
0,195,0.6720087150508605,0.10884730158491658,6.186351808724862e-10,0.1633228404991127
0,196,0.6853109044743491,0.10118227423067774,8.088849856052319e-10,0.15921151289520288
0,197,0.6713334309625502,0.09959205922502921,6.089164088948936e-10,0.13414602279834242
0,198,0.6993724676802421,0.08099199406346491,6.219733583229115e-10,0.14718411139446533
0,199,0.6831484815956157,0.09397447729052931,6.893376284458097e-10,0.1369355481637895
0,200,0.6564630056524065,0.0879256690160125,6.963394483656881e-10,0.1445394574516958
0,201,0.7129795536498051,0.08719512462056261,6.982974766891602e-10,0.1445394574516958
0,202,0.6737850551939228,0.09302997010285341,6.986262486107598e-10,0.1617276876454137
0,203,0.6533654511366258,0.0783800781820273,6.827146048347265e-10,0.16105304539149135
0,204,0.666020285273641,0.08165015675884107,7.538137799960473e-10,0.1535485846086181
0,205,0.6667760703223411,0.0744929748657007,6.680563357511054e-10,0.08149864729247533
0,206,0.6985031665402991,0.07651032554025694,7.11971875564062e-10,0.13769423706590786
0,207,0.6556635527856808,0.09167547675195417,7.005799027866393e-10,0.15906465800956213
0,208,0.6922061592122672,0.10078969672888628,7.279453603365114e-10,0.14285080013263202
0,209,0.7022374734558314,0.08767579195263035,6.453796852063927e-10,0.12953353987955604
0,210,0.7037621774126057,0.08861603467180772,7.391498318412566e-10,0.12953353987955604
0,211,0.6715870096948838,0.0840278451502082,7.473142975417042e-10,0.1262942621804111
0,212,0.6619732104998264,0.10384779579507412,6.957194198330753e-10,0.11521262622669205
0,213,0.6956880349932706,0.08643828550838656,7.124246744173946e-10,0.11521262622669205
0,214,0.6703523997185818,0.08600867218039482,7.226605539258444e-10,0.12626446426353008
0,215,0.7126286079437645,0.0929651317137497,6.667220374425747e-10,0.12765499407178213
0,216,0.6395101815435671,0.08941969439507796,7.276222537758755e-10,0.15397836500928963
0,217,0.6509988951473034,0.09240941464310624,6.647883876701897e-10,0.19719424087338347
0,218,0.6787839383656619,0.09037125653188362,6.561772187775246e-10,0.16675676402869968
0,219,0.6919131626486497,0.09589842186958242,6.629157709418564e-10,0.1311714261330869
0,220,0.6741632981132334,0.09129641957209214,6.56374599199619e-10,0.12376840693257761
0,221,0.6780510934234276,0.0870089335160805,6.645140080396994e-10,0.10139700674061101
0,222,0.6748738706048203,0.09836300262704134,6.660258894248583e-10,0.12203270991650443
0,223,0.6970237027538085,0.0784991777848454,6.494690151895589e-10,0.12203270991650443
0,224,0.6797669454518539,0.09064492928872624,7.043957554072778e-10,0.10778345520725616
0,225,0.6798562537393241,0.08792839601774133,6.497785071845481e-10,0.12751079945619892
0,226,0.6900587804778566,0.09015222339689005,7.199478014907608e-10,0.07890564516551592
0,227,0.6871940146055902,0.08700025919129055,7.260891309247199e-10,0.14871589741609748
0,228,0.6873337560090134,0.08846102414801985,6.703182744294684e-10,0.1649245231812204
0,229,0.7347375270686509,0.09285465223536785,7.120011582694675e-10,0.13703187449615456
0,230,0.6541171955866492,0.10050405238328634,6.959073803766561e-10,0.13703187449615456
0,231,0.7003627340082813,0.07834205204020822,6.917628076512569e-10,0.14385925737256625
0,232,0.6767436160971468,0.10504989557384636,6.649730596613277e-10,0.12716534303179403
